영단어|한국단어|설명
Donkey Man|정박당직자|정박중의 기관실 당직자
Anchor Light|정박등|선박의 정박 중에 다는 백등
Anchor Ball|정박표시구|주간에 선수에 걸어두는 흑색 공으로 정박 중임을 나타냄
Steady Wind|정상풍|돌풍이나 무풍상태가 없이 일정하게 부는 바람
Still Water|정수|풍랑과 흐름이 없는 수면
Hydrostatic Pressure|정수압|정지상태에 있는 유체의 압력
Coxswain|정장|보트의 조정(노젓기) 등을 지휘하는 사람
Statical Stability|정적복원력|배가 직립상태에서 어떤 각도로 경사되었을 때 형성되는 직립으로 돌아가려는 모멘트
Static Fuel Consumption|정적연료소비량|배가 정지한 상태로 운전할 때의 연료소비량
Constant Voltage Welding Machine|정전압용접기|아크용접기에서 전압변동이 정격부하의 15% 이내로 자동조절되며 전압변동이 있어도 3/10초 이내로 회복되는 용접기
Ocean Weather Ship|정점관측선|해양상의 정해진 점 부근에 정박하며 주위의 기상관측에 종사하는 선박
Stoppimg Distance|정지거리|배가 전진상태에서 기관을 정지하거나 역전시켰을 때부터 선체가 정지될 때까지 진행한 거리
Maximum Transfer in Stopping|정지시최대가로이동거리|전진중인 배가 비상역추진을 해서 정지할 때까지 배의 무게중심이 가로로 움직인 거리
Scout|정찰함|적함선의 행동을 정찰하는 임무를 가지고 재빨리 움직일 수 있는 소형 군함
Static Load|정하중|정력학적인 하중
Draftsman|제도사|제도를 전문으로 하는 기술자 또는 기능사
Brake|제동기|운동중인 물체를 정지시키거나 지나친 속도를 막아주는 장치
Brake Hose Power|제동마력|마력으로 표시된 제동력
Brake Disk|제동반|제동장치의 마찰원반
Ice Making Capacity|제빙능력|제빙장치가 하루에 만들 수 있는 얼음의 양
Third Deck|제삼갑판|상갑판 아래로 세번째의 갑판
Control|제어|어떤 물리량을 목표값으로 유지하거나 이동시키기 위해 목표값과의 편차를 검출하여 이를 없애는 것
Control System|제어계통|제어대상과 제어장치 또는 감지장치로 닫힌 루프를 만들어 제어동작이 이루어지도록 만든 시스템
Control Rod|제어봉|원자로 내의 중성자발생을 조절하여 연쇄반응을 적당히 제어하고 노의 반응을 조절하는데 쓰는 막대
Control Air Pipe|제어용공기관|제어용 압축공기를 보내는 관
Control Oil Pipe|제어용유압관|제어용 압력유를 보내는 관
Control Table|제어테이블|계측제어 담당자가 위치하는 테이블
Control Surface|제어판|배나 물체의 운동을 제어하기 위한 판
Second Deck|제이갑판|상갑판 아래로 두번째의 갑판
Kind 2 Shaft|제이종축|해수에 대하여 확실한 방수조치를 하지 않은 축
Kind 1 Shaft|제일종축|해수에 대하여 확실한 방수조치를 하였거나 특별히 해수부식에 대한 내구성이 인정된 재료로 된 축
Working Drawing|제작도|공장이나 작업현장에서 사용되는 도면의 총칭
Maker`s Certificate|제조자발행증명서|제조회사가 자체규격에 따라 제품을 검사 확인한 후 발행하는 증명서
Z-bar|제트(Z)형재|단면이 Z모양인 형강재
Jet-engine|제트기관|기관 내부에서 연료를 연소시켜 얻은 가스를 뒤로 분출시켜 그 반력으로 추진하는 항공기용 기관
Jet Propulsion|제트추진|배안으로 빨아들인 물을 선미로 분사하여 그 반력으로 추진력을 얻는 방법
Jet Pump|제트펌프|고압의 물이나 증기를 노즐로 분사시켜 출구부근에 생기는 진공을 이용하여 물을 빨아올리고 그것을 디퓨저로 가압하여 목적장소로 보내는 구조로 된 펌프
Restrected Water|제한수로|항해가 제한되는 수로
Marine Engineer|조기기사|조선소에서 기관의장을 담당하는 기사
Oiler|조기수|기관부의 업무를 수행하는 선임기관부 선원
Assistant Oiler|조기원|선임 이외의 기관부 선원
Number One Oiler|조기장|기관부의 보통선원 중 가장 높은 직책
Shipwreck|조난선|조난을 당하여 구조가 필요한 선박
Distress Signal|조난신호|조난당한 선박이 다른 배나 육상으로 보내는 긴급구조신호
Distress Message|조난통보|다른 배의 조난을 인지하고 즉시구조가 필요함을 통보하는 긴급통신
Tidal Current|조류|조수에 의해 발생하는 해류
Tide Signal Station|조류신호소|조류의 상황을 신호로 알려주는 곳
Current Sailing|조류항법|선박의 방향과 속력에 조류의 영향을 벡터로 고려하여 침로를 정하는 항법
Build-up Frame|조립늑골|두 개이상의 강판이나 형강을 조립하여 만든 강력 늑골
Build-up Section|조립단면재|웨브에 면재를 붙여 형성한 부재
Portable Dredger|조립식준설선|조립식 소형 펌프준설선
Build-up Propeller|조립프로펠러|허브와 날개를 따로 만들어 조립한 프로펠러
Illumination Lighting|조명|발광물을 이용하여 어두운 곳을 밝히는 것
Tide|조석|밀물과 썰물
Range of Tide|조석차|밀물과 썰물의 해면높이의 차
Tide Table|조석표|조석과 조류에 관한 각종 표와 관계되는 내용을 기재한 서지
Shipbuilding|조선|선박을 건조하는 업무와 이를 위한 기술
Naval Architecture|조선공학|선박을 설계하고 건조하고 유지관리하는 데 관련되는 학문과 기술
Shipbuilder|조선기술자|선박건조업무에 종사하는 사람
Ship Steel|조선용강재|선박건조용으로 쓰이도록 규정에 맞추어 생산된 철강재
Ship Steel Plate|조선용강판|선박건조용으로 쓰이도록 규정에 맞추어 생산된 강판
Governer Gear|조속장치|조속기와 같음
Regulator|조절기|운동이나 흐름 등을 조정하거나 평형시키는 장치
Adjustable Thrust Block|조절식추력베어링|축방향으로 위치조절이 가능한 추력베어링
Chock Liner|조정라이너|기기의 거치를 정확히 조정하기 위하여 기기와 베드 사이에 끼우는 금속편
Restricted Maneuver Light|조종성능제한선등|충돌예방규정에 의하여 조종성능을 제한하는 작업중인 선박이 다른 선박에 보이도록 표시하는 백색과 홍색의 전주등
Steerable Duct Propeller|조종식덕트프로펠러|수직축이 회전할 수 있어 배를 회전시킬 수 있는 덕트가 붙은 프로펠러
Steering Gear Alarm|조타기경보|조타전동기 등의 이상을 알려주는 경보장치
Steering Engine|조타기관|조타기를 작동시키기 위한 동력을 공급하는 기관
Quartermaster|조타수|조타장치의 조작과 정비에 종사하는 갑판선원
Steerin Gear Test|조타시험|조타장치의 성능을 조사하는 시험
Through for Steering Chain|조타줄홈|조타체인이나 와이어를 원할하게 움직이도록 양현측에 설치한 홈
Steering Compass|조타컴퍼스|선박을 조타할 때 침로와 선수방향을 맞추기 위해 사용되는 자기컴퍼스
Steering Quadrant|조타쿼드런트|타의 회전력을 전달하기 위하여 타두제 상단에 붙은 부채꼴의 쇠붙이
Wave Making Resistance|조파저항|배가 진행할 때 물결을 일으키면서 생기는 저항성분
Windage Loss|조풍손실|회전기계에서 회전체가 일으키는 바람(공기저항)으로 인한 손실
Longitudinal Strength|종강도|배를 길이방향으로 굽히려는 힘(종굽힘모멘트)에 대항하는 강도
Longitudinal Bulkhead|종격벽|선박을 종통하는 격벽
Angle of Trim|종경사각|선박의 길이방향축과 수평면이 이루는 경사각
Longitudinal Metacenter|종메티센터|배가 세로방향으로 작은 경사를 일으킬 때 새로운 부심을 지나는 수직선과 경사 전의 수직선이 만나는 점
Longitudinal Beam|종보|배의 길이방향으로 배치된 보
Longitudinal Strake|종보강재|배의 길이방향으로 배치된 보강재
Longitudinal Center of Buoyancy|종부심|부력중심의 세로방향 위치
Longitudinal Stability|종안정성|선체의 수평 가로축 둘레의 회전운동에 대한 안정성
Longitudinal Vibration|종진동|배 전체 또는 어떤 부재의 세로축 방향 진동
Axial Vibration Damper|종진동댐퍼|추진축계의 축방향진동을 감쇠시키는 장치로 크링크축 선단에 장치함
Cmbined Feed Water Heater|종합열교환기|저압급수 가열기
Bell Whistle|종형기적|증기나 압축공기로 소리내는 기적으로 발진부가 종모양으로 생김
Buckling|좌굴|기둥이나 판재에 길이방향 하중이나 압축하중이 걸렸을 때 일어나는 하중의 직교방향으로 휘는 현상
Buckling Load|좌굴하중|좌굴을 일으킬 때의 하중
Port|좌현|배를 타고 선수를 향할 때 왼 쪽의 뱃전(현)
Red Side Light|좌현등|해상충돌예방법에 따라 배의 좌현에서 앞으로 비추는 적색 등
Port Hand Buoy|좌현부표|하천이나 해협에서 수로를 알려주는 부표로서 배가 부표를 왼쪽에 두고 따라 가도록 표시됨
Left-handed Propeller|좌회전프로펠러|선미 후방에서 볼 때 반시계방향으로 도는 프로펠러
Main Reduction Gear|주감속장치|주기의 회전수를 프로펠러의 최적회전수에 맞도록 감속시켜주는 기어장치
Main Deck|주갑판|선체의 갑판 중 구조적 부담이 가장 큰 갑판
Main Switch|주개폐기|선내의 주가 되는 전원을 차단 공급하는 스위치
Main Air Compressor|주공기압축기|주기(디젤기관) 시동용 공기압축기
Main Gas Turbine|주기가스터빈|선박의 추진축을 돌려주는 원동력이 되는 가스터빈
Jenny|주낚바퀴|주낚을 감아올릴 때 뱃전에 스치지 않도록 해주는 도르래
Long Liner|주낚어선|주낚으로 고기를 잡는 어선
Line Hauler|주낚줄감개|주낚을 올릴 때 감아주는 기계
Main Diesel Engine|주디젤기관|선박의 프로펠러를 돌려주는 디젤기관
Capital Ship|주력함|함대의 주력을 이루는 함정
Main Fleet|주력함대|주력함으로 편성된 함대
Corrugated Shell|주름외판|빌지판 위로부터 수선 사이에 수평주름을 넣은 특수외판
Corrugated Vessel|주름외판선|주름진 외판을 갖는 특수선형
Core|주물심|주물 가운데 주물이 차지 않는 빈 공간을 만들기 위해 넣어주는 주형
Main Generator|주발전기|배의 주 전원을 공급하는 발전기
Steward|주방원|주방에서 근무하는 선원
Main Ballast Tank|주밸러스트탱크|잠수함의 잠수와 부상 등 부력조절에 사용되는 밸러스트탱크
Main Hull|주선체|배의 몸체를 이루는 구조
Main Anchor|주앵커|선체와 연결된 주체인의 끝에 달린 앵커
Principal Particulars|주요항목|배의 크기와 성능 등을 나타내는 가장 기본적인 항목들
Oil Filling Pipe|주유관|탱크에 기름을 채울 때 사용하는 관
Principal Stress|주응력|한 점에 작용하는 응력성분 중 전단응력이 없는 면에 작용하는 법선응력
Attetion Attradting Light|주의환기신호등|충돌예방을 위하여 다른 선박에 보내는 환기신호로 발광신호등 또는 탐조등을 사용함
Master Station|주전파국|쌍곡선항법에서 정확한 수정발진기 등을 이용하여 특정주기의 신호를 송신하는 전파국
Cast Iron|주철|주조성은 좋으나 탄소함량이 높아 단조가 불가능한 철-탄소계 합금
Master Compass|주컴퍼스|자이로컴퍼스와 동일
Main Turbine|주터빈|주기로 사용하는 터빈
Frequency|주파수|진동수와 동일
Main Gun|주포|함정에 있는 것 중 구경이 제일 큰 포
Prismatic Coefficient|주형계수|선체의 배수용적을 그 흘수의 최대횡단면적과 같은 단면적을 가지며 배의 길이와 같은 길이의주상체 체적으로 나눈 값
Molder|주형공|주형을 만드는 기술자
Moulding Machine|주형기계|주형을 만드는데 쓰이는 기계
Prismatic Coefficient|주형비척계수|주형계수와 동일
